ID,Método,Nome do Método (from Método),Passos,Nome do Passo,Descrição,Resultado
152,M013,Hackathon Cívico,Passo 1,Definir o desafio e o produto final,"Defina o desafio com foco no que a auditoria precisa produzir como insumo. Essa etapa existe para evitar um evento com muitas ideias, mas sem material aproveitável em recomendação. 

Escreva: 
- o problema em uma frase. Exemplo: ""pessoas com deficiência relatam que o processo do BPC (Benefício de Prestação Continuada) é confuso, com exigências pouco claras e negativas que não são bem explicadas, o que gera desistência, atrasos e retrabalho""; 

- a pergunta do desafio. Exemplo:  ""como reduzir negativas evitáveis e retrabalho no BPC para pessoas com deficiência, aumentando clareza, previsibilidade e orientação ao usuário, sem mudar a lei, usando apenas melhorias de fluxo, comunicação e atendimento?""

- o produto final obrigatório. Exemplo: entregar um pacote com três itens, pronto para o órgão testar: 3 protótipos de comunicação (mensagens curtas) para os momentos críticos do processo: entrada do pedido, convocação para avaliação e comunicação de resultado, com versões acessíveis (linguagem simples e formato para leitura por celular); 1 roteiro de atendimento para o CRAS/INSS/central de atendimento, com perguntas-chave, orientações do que explicar e checklist de documentos e próximos passos, incluindo como orientar em caso de negativa e recurso; 1 plano de teste em 60 dias com: onde testar (unidades/público), como medir (3 indicadores simples), quem executa (área responsável), e como registrar devolutiva ao cidadão.

O produto pode ser uma ação ou campanha online e offline; no uso para auditoria, trate o produto como protótipo, justificativa e plano simples de implementação por quem executa o serviço. 

Exemplo adequado: criar 3 protótipos de comunicação e um roteiro de atendimento para reduzir boatos e dúvidas sobre um serviço, com plano de teste em 60 dias pelo órgão responsável. 
Exemplo insuficiente: melhorar a política pública.",Desafio escrito e publicado com pergunta única e checklist do produto final obrigatório.
153,M013,Hackathon Cívico,Passo 2,Definir o formato do hackathon,"Escolha o formato do evento e ajuste o desafio ao tempo disponível. O modelo de referência é um hackathon de 2 dias, com período de prototipagem e período de preparação de apresentação, e equipes de 3 a 5 pessoas. 

Regra prática: se o prazo for curto, reduza o produto final para algo que caiba em 2 dias, por exemplo protótipo de fluxo, texto, roteiro, peças e um plano de teste. Se o produto exigir sistema complexo, transforme em protótipo de baixa fidelidade e lista de requisitos, não em sistema pronto.","Formato fechado com duração, quantidade de dias, tamanho das equipes e descrição do que é possível entregar no tempo."
154,M013,Hackathon Cívico,Passo 3,Marcar datas e travar o calendário,"Marque 2 datas consecutivas e evite feriados. Essa etapa existe para reduzir desistência e garantir presença do público-alvo e do júri. 

Faça um checklist de agenda: disponibilidade de participantes, do local, do moderador e do júri. Se houver público escolar ou restrição de agenda local, alinhe antes e ajuste datas.",Datas e agenda macro aprovadas e divulgáveis.
155,M013,Hackathon Cívico,Passo 4,Reservar local e infraestrutura mínima,"Reserve local acessível e com transporte, e confira capacidade de acomodar mesas de equipes, espaço de pitch (um pitch é uma apresentação curta, direta e persuasiva de uma ideia) e área de alimentação. 

Garanta Wi-Fi confiável para todos. Se o Wi-Fi não aguentar, prepare alternativa (rede extra ou limitação de streaming). 

Essa etapa existe para evitar perder tempo de trabalho por falha operacional.

Importante: o processo de escuta cidadã requer uma abordagem equitativa. Garanta os requisitos de acessibilidade para as pessoas com deficiência que estejam participando nas atividades. ","Local reservado e checklist de acessibilidade, layout e conectividade aprovado."
156,M013,Hackathon Cívico,Passo 5,Fechar equipamentos e ambiente de entrega,"Defina onde as equipes vão entregar os produtos: uma pasta em nuvem para upload e um padrão de nome de arquivos. 

Isso existe para evitar perder entregas e garantir rastreabilidade. 

Separe equipamentos e materiais: computador de apresentação, computadores para as equipes, projetor, tela, microfones, extensões e réguas, pelo menos 2 por equipe. 

Opcional: combine com as equipes que tragam seus próprios computadores. Essa determinação, entretanto, pode ser excludente e limitar a participação das cidadãs.","Pasta de entregas criada, padrão de envio definido e checklist de equipamentos concluído."
157,M013,Hackathon Cívico,Passo 6,Definir prêmios e incentivos,"Defina prêmios antes de divulgar. 

No guia de referência, prêmios podem incluir recursos para implementar ações, prêmios em bens e participação em eventos. 

No uso para auditoria, trate prêmios como incentivo para qualidade do produto e como forma de viabilizar mentoria ou apoio do parceiro executor. 

Se não houver prêmio financeiro, deixe explícito. Se houver, deixe regra clara de uso e prestação de contas do prêmio.","Prêmios definidos, com regras publicadas e alinhadas aos limites do arranjo institucional."
158,M013,Hackathon Cívico,Passo 7,Montar júri e fechar critério de avaliação,"Convide um júri equilibrado e publique os critérios de avaliação antes do evento. 
Recomenda-se diversidade de perfis no júri e aplique um modelo de critérios. Use uma matriz objetiva e registrada. 

Exemplo de modelo de critérios: aplicabilidade 30%, avaliação de conteúdo 20%, implementação técnica 20%, impacto 20%, apresentação 10%. 

Regra prática para auditoria: aplique critérios que favoreçam solução testável e utilizável pelos órgãos auditados, não apenas uma “ideia bonita no papel”.","Júri confirmado e matriz de avaliação pronta, com pesos e formulário de notas."
159,M013,Hackathon Cívico,Passo 8,"Regras de participação, segurança e propriedade intelectual","Publique regras claras e disponibilize para o aceite na inscrição. Essa etapa existe para evitar disputa na hora do pitch e para reduzir risco jurídico. 

Inclua regras do guia: tamanho da equipe, permissão de demo, limite de tempo de pitch e perguntas, e regras sobre não usar conteúdo protegido sem permissão e não fazer propaganda. 

Nota de Atenção:
Se houver menores, planeje autorizações e documentação e registre como será garantida segurança e privacidade.","Regras publicadas, termo de aceite pronto e protocolo para menores e privacidade definido quando aplicável."
160,M013,Hackathon Cívico,Passo 9,Sponsors e mentores,"Defina mentores e, se houver, patrocinadores para prêmios, alimentação ou apoio. Essa etapa existe para melhorar qualidade das entregas e reduzir custo operacional. 

Defina o papel do mentor em linguagem simples: tirar dúvidas, ajudar a equipe a reduzir escopo, apontar riscos e melhorar apresentação. 
Defina o que mentor não faz: não decide vencedor, não escreve o projeto pela equipe.","Mentores e patrocinadores confirmados, com papéis e agenda de apoio definidos."
161,M013,Hackathon Cívico,Passo 10,"Identidade, página do evento e campanha de recrutamento","Crie identidade visual, uma proposta curta do hackathon e um espaço online com informações e inscrição.
 O guia lista o mínimo de informação que toda peça deve conter: desafio, prêmios, datas e local, link com regras, logos de organizadores e sponsors. 
Faça campanha online e offline e use canais que o público realmente usa. 

Nota de Atenção:
Para acessar públicos com barreiras, use parceiros locais como escolas e organizações comunitárias.",Página do evento publicada e campanha de recrutamento iniciada com materiais mínimos completos.
162,M013,Hackathon Cívico,Passo 11,Registro de participantes e comunicação pré-evento,"Abra registro e mantenha contato com quem se inscreveu. Essa etapa existe para reduzir evasão e garantir que equipes cheguem preparadas. 

Envie lembretes sem excesso, com informações operacionais: agenda final, regras, como chegar, o que trazer, como entregar arquivos e quem procurar no local.",Lista de equipes confirmadas e comunicação pré-evento concluída com agenda e regras reenviadas.
